Sport,Country,League Name,Year,Gender,Champion,Number of Games,Number of Teams,Coeficiente Phi,Quantidade de equipes retiradas,Perc. Equipes Retiradas,Equipes Retiradas
basketball,Netherlands,DBL,2015,men,Dukes Den Bosch,112,8,0.9757,5,62.50%,"+Dukes Den Bosch,+Leiden,+Zwolle,+Donar Groningen,+Rotterdam"
basketball,Netherlands,DBL,2016,men,Zwolle,112,8,0.9680,5,62.50%,"-Weert,-Leeuwarden,-Rotterdam,-Amsterdam,+Zwolle"
basketball,New Zealand,NBL,2010,men,Wellington Saints,90,10,0.9390,4,40.00%,"-Otago Nuggets,-Manawatu Jets,-Augusta Mountainairs,+Waikato Pistons"
basketball,New Zealand,NBL,2011,men,Wellington Saints,72,9,0.9369,5,55.56%,"-Otago Nuggets,+Waikato Pistons,+Bay Hawks,+Wellington Saints,-Auckland"
basketball,New Zealand,NBL,2012,men,Bay Hawks,72,9,0.9215,7,77.78%,"+Auckland,+Bay Hawks,+Manawatu Jets,+Wellington Saints,+Augusta Mountainairs,+Otago Nuggets,+Nelson Giants"
basketball,New Zealand,NBL,2013,men,Wellington Saints,72,9,0.9533,7,77.78%,"+Wellington Saints,+Otago Nuggets,+Nelson Giants,+Southland Sharks,+Manawatu Jets,+Augusta Mountainairs,+Bay Hawks"
basketball,New Zealand,NBL,2014,men,Bay Hawks,90,10,0.8867,4,40.00%,"+Bay Hawks,+Nelson Giants,+Southland Sharks,+Manawatu Jets"
basketball,New Zealand,NBL,2015,men,Southland Sharks,72,8,0.9520,5,62.50%,"-Augusta Mountainairs,+Southland Sharks,-Bay Hawks,-Manawatu Jets,-Canterbury Rams"
basketball,Norway,BLNO,2011,men,Asker,84,8,0.9591,6,75.00%,"+Asker,+Tromso,+Ulriken,+Baerum,+Gimle,+Ammerud"
basketball,Norway,BLNO,2012,men,Froya,83,8,0.9642,5,62.50%,"-Langhus,-Ammerud,+Froya,-Gimle,+Asker"
basketball,Norway,BLNO,2014,men,Gimle,84,8,0.9617,2,25.00%,"-Centrum Tigers,-Nidaros Jets"
basketball,Norway,BLNO,2015,men,Tromso,84,8,0.9500,4,50.00%,"+Tromso,+Asker,+Baerum,+Gimle"
basketball,Norway,BLNO,2016,men,Ammerud,110,11,0.9510,9,81.82%,"-Eidsvoll Basketball Klubb,+Ammerud,-Nidaros Jets,-Fyllingen,-Asker,-Baerum,+Centrum Tigers,+Froya,+Gimle"
basketball,Poland,Tauron Basket Liga,2007,men,Gdynia,182,14,0.9436,9,64.29%,"-Azoty,+Gdynia,-Polonia Warszawa,+Slask Wroclaw,-Znicz Jaroslaw,-Kotwica Kolobrzeg,+Anwil Wloclawek,+Czarni Slupsk,+Turow Zgorzelec"
basketball,Poland,Tauron Basket Liga,2008,men,Turow Zgorzelec,156,13,0.8519,4,30.77%,"+Gdynia,+Turow Zgorzelec,+Slask Wroclaw,-Gornik Walbrzych"
basketball,Poland,Tauron Basket Liga,2009,men,Gdynia,182,14,0.9135,9,64.29%,"-Gornik Walbrzych,+Gdynia,+Kotwica Kolobrzeg,+Anwil Wloclawek,+Polpharma Starogard,-Ostrow Wielkopolski,-Basket Kwidzyn,-Znicz Jaroslaw,+Koszalin"
basketball,Poland,Tauron Basket Liga,2010,men,Gdynia,182,14,0.9563,8,57.14%,"+Gdynia,+Anwil Wloclawek,-Inowroclaw,+Trefl Sopot,+Polpharma Starogard,+Turow Zgorzelec,-Kotwica Kolobrzeg,-Polonia 2011"
basketball,Poland,Tauron Basket Liga,2011,men,Gdynia,132,12,0.8977,6,50.00%,"-Siarka,+Gdynia,+Trefl Sopot,+Turow Zgorzelec,+Anwil Wloclawek,+Czarni Slupsk"
basketball,Poland,Tauron Basket Liga,2012,men,Trefl Sopot,156,13,0.9390,9,69.23%,"-LKS Lodz,+Trefl Sopot,+Anwil Wloclawek,+Czarni Slupsk,+Turow Zgorzelec,+Slask Wroclaw,+Zielona Gora,+Koszalin,-Polpharma Starogard"
basketball,Poland,Tauron Basket Liga,2013,men,Turow Zgorzelec,132,12,0.9136,6,50.00%,"-Start Gdynia,-Kotwica Kolobrzeg,-Rosa Radom,+Zielona Gora,-Polpharma Starogard,-Siarka"
basketball,Poland,Tauron Basket Liga,2014,men,Turow Zgorzelec,132,12,0.9421,7,58.33%,"+Turow Zgorzelec,+Zielona Gora,+Trefl Sopot,+Anwil Wloclawek,+Rosa Radom,+Czarni Slupsk,+Slask Wroclaw"
basketball,Poland,Tauron Basket Liga,2015,men,Turow Zgorzelec,240,16,0.9500,14,87.50%,"+Turow Zgorzelec,+Koszalin,+Zielona Gora,+Czarni Slupsk,+Rosa Radom,+Slask Wroclaw,-Polpharma Starogard,-Siarka,+Gdynia,+Torun,+Trefl Sopot,+Kutno,+Anwil Wloclawek,+Dabrowa Gornicza"
basketball,Poland,Tauron Basket Liga,2016,men,Zielona Gora,272,17,0.9627,13,76.47%,"+Zielona Gora,-Lublin,+Rosa Radom,+Torun,+Anwil Wloclawek,+Czarni Slupsk,+Kutno,-Trefl Sopot,-Siarka,-Slask Wroclaw,-Dabrowa Gornicza,-Ostrow Wielkopolski,-Koszalin"
basketball,Portugal,LPB,2011,men,FC Porto,132,12,0.9453,5,41.67%,"+FC Porto,+Benfica,-Barreirense,-Illiabum,+Academica"
basketball,Portugal,LPB,2012,men,FC Porto,132,12,0.9617,7,58.33%,"-Ginasio,+FC Porto,-Terceira,+Benfica,+Ovarense,+Barreirense,+Madeira"
basketball,Portugal,LPB,2013,men,Benfica,110,11,0.9569,9,81.82%,"+Benfica,-Barreirense,-Alges,+Academica,+Madeira,+Ovarense,+Vitoria,+Barcelos,+Lusitania"
basketball,Portugal,LPB,2015,men,Benfica,132,12,0.9395,5,41.67%,"+Benfica,+Vitoria,+Barcelos,-Galitos,-Illiabum"
basketball,Portugal,LPB,2016,men,Benfica,110,11,0.9514,6,54.55%,"+Benfica,+FC Porto,-Maia,-Electrico FC,-Madeira,-Vitoria"
basketball,Romania,Divizia A,2011,men,Cluj Napoca,240,16,0.9663,14,87.50%,"-Cuadripol Brasov,-Iasi,-SCM Craiova,-Miercurea Ciuc,+CSU Ploiesti,+Cluj Napoca,-CSM Bucharest,+Gaz Metan Medias,-CS Energia Târgu Jiu,+BC Mures Targu,-BC Timisoara,-BCM Pitesti,+Atlassib Sibiu,+BC Steaua Bucuresti"
basketball,Romania,Divizia A,2013,men,BC Mures Targu,240,16,0.9649,10,62.50%,"-Dinamo Bucharest,-Miercurea Ciuc,-Constanta,-Timba Timisoara,-Giurgiu,-Atlassib Sibiu,-BCM Pitesti,+BC Mures Targu,+CSU Ploiesti,+Gaz Metan Medias"
basketball,Romania,Divizia A,2014,men,CSU Ploiesti,182,14,0.9666,10,71.43%,"-Constanta,-Chiajna,-Timba Timisoara,-Gaz Metan Medias,+CSU Ploiesti,+CSM Oradea,+Atlassib Sibiu,+BC Mures Targu,+Cluj Napoca,+CS Energia Târgu Jiu"
basketball,Romania,Divizia A,2015,men,CSU Ploiesti,156,13,0.9452,6,46.15%,"-Univ- Cluj-Napoca,-Timba Timisoara,+CSU Ploiesti,+BC Steaua Bucuresti,+Cluj Napoca,+CS Energia Târgu Jiu"
basketball,Romania,Divizia A,2016,men,CSM Oradea,132,12,0.9381,6,50.00%,"-Gaz Metan Medias,-BC Timisoara,+CSM Oradea,-Galati,-BCM Pitesti,+BC Mures Targu"
basketball,Russia,Superleague A,2007,men,Unics Kazan,156,13,0.9671,11,84.62%,"-Standart,+CSKA Moscow,+Unics Kazan,+Khimki M-,+Dynamo Moscow,+Lokomotiv Kuban,+Zenit Petersburg,+Spartak Primorje,-Novosibirsk,+Parma Perm,+St- Petersburg"
basketball,Russia,Superleague A,2008,men,CSKA Moscow,156,13,0.9657,11,84.62%,"+CSKA Moscow,+Khimki M-,+Unics Kazan,+Zenit Petersburg,+Dynamo Moscow,-Enisey,+Krasnye Krylya,+Lokomotiv Kuban,+Parma Perm,+University-Ugra,+Spartak Primorje"
basketball,Russia,Superleague A,2009,men,CSKA Moscow,132,12,0.9581,8,66.67%,"+CSKA Moscow,+Dynamo Moscow,+Khimki M-,+Unics Kazan,+St- Petersburg,+Zenit Petersburg,+Enisey,+Lokomotiv Kuban"
basketball,Russia,Superleague A,2010,men,CSKA Moscow,72,9,0.9369,4,44.44%,"+CSKA Moscow,+Khimki M-,-St- Petersburg,-Enisey"
basketball,Russia,Superleague A,2011,men,Unics Kazan,135,10,0.9395,6,60.00%,"-Zenit Petersburg,-Dynamo Moscow,+Unics Kazan,-Nizhny Novgorod,-Enisey,-Krasnye Krylya"
basketball,Russia,Superleague A,2012,men,CSKA Moscow,90,10,0.9506,6,60.00%,"+CSKA Moscow,+Khimki M-,+Zenit Petersburg,-Enisey,-Nizhny Novgorod,+Lokomotiv Kuban"
basketball,Russia,Superleague A,2014,men,Saratov,182,14,0.9539,7,50.00%,"-Irkutsk,-Ataman Rostov,-Parma Perm,+Saratov,+Ryazan,+Yekaterinburg,+Dynamo Moscow"
basketball,Russia,Superleague A,2015,men,Samara SGEU,240,16,0.9547,7,43.75%,"-Almaty,-MBA Moscow,-Kupol Rodniki,-Irkutsk,-Altajbasket Barnau,-Khimki-Podmoskovie,-Russia B"
basketball,Russia,Superleague A,2016,men,Sakhalin,156,13,0.9475,7,53.85%,"-Rodniki Izhevsk,+Sakhalin,-Khimki-Podmoskovie,-Irkutsk,-Yekaterinburg,-MBA Moscow,-Spartak Primorje"
basketball,Serbia,First League,2011,men,FMP Beograd,182,13,0.9565,7,53.85%,"-Superfund,+FMP Beograd,+Vojvodina,+KK Metalac,+OKK Beograd,+Mega Leks,+Tamis Petrohemija"
basketball,Serbia,First League,2012,men,Vojvodina,182,14,0.9505,8,57.14%,"-Naftagas,+Vojvodina,-Napredak,-Zeleznicar,+Radnicki,+Mega Leks,-KK Metalac,+Radnicki Basket"
basketball,Serbia,First League,2013,men,Vojvodina,182,14,0.9230,8,57.14%,"-Jagodina,+Mega Leks,+Vojvodina,-BBK Radnicki,-Tamis Petrohemija,-Sloga,+KK Metalac,-Borac"
basketball,Serbia,First League,2014,men,FMP Beograd,182,14,0.9267,7,50.00%,"-Sloboda,-Meridiana,+FMP Beograd,+KK Metalac,+Borac,+Crnokosa,+OKK Beograd"
basketball,Serbia,First League,2015,men,FMP Beograd,132,12,0.9494,10,83.33%,"+FMP Beograd,+Konstantin,+Vojvodina,+Vrsac,+Tamis Petrohemija,+Borac,-Napredak,+Smederevo,+Jagodina,+OKK Beograd"
basketball,Serbia,First League,2016,men,FMP Beograd,182,14,0.9366,8,57.14%,"+FMP Beograd,-Jagodina,+Borac,+Konstantin,+Tamis Petrohemija,+Mladost Admiral,-Vojvodina,+Napredak"
basketball,Slovakia,Extraliga,2009,men,BC Prievidza,132,12,0.9359,6,50.00%,"-BK Dolny Kubin,-Kosice,+AB Pezinok,+BC Prievidza,+BK Nitra,-MBK Handlova"
basketball,Slovakia,Extraliga,2010,men,AB Pezinok,220,11,0.9557,7,63.64%,"+AB Pezinok,+BK Nitra,+Spisska Nova Ves,-Levice,+BC Prievidza,+MBK Handlova,+MBK Komarno"
basketball,Slovakia,Extraliga,2011,men,BK Nitra,200,11,0.9258,9,81.82%,"+Spisska Nova Ves,+BK Nitra,-Inter Bratislava,-AB Pezinok,+Levice,+MBK Komarno,+SK Zilina,+Banska Bystrica,+BK Svit"
basketball,Slovakia,Extraliga,2012,men,BC Prievidza,144,9,0.9427,5,55.56%,"-Banska Bystrica,-SK Zilina,-Levice,+BK Nitra,+BC Prievidza"
basketball,Slovakia,Extraliga,2013,men,Levice,144,9,0.9469,4,44.44%,"-MBK Handlova,-BK Svit,+Levice,+MBK Komarno"
basketball,Slovakia,Extraliga,2014,men,Inter Bratislava,144,9,0.9683,5,55.56%,"-Spisska Nova Ves,-Levice,+Inter Bratislava,+BC Prievidza,+BK Nitra"
basketball,Slovakia,Extraliga,2015,men,BC Prievidza,180,10,0.9721,6,60.00%,"-BK Nitra,+BC Prievidza,+MBK Komarno,+Inter Bratislava,-Levice,+MBK Handlova"
basketball,Slovakia,Extraliga,2016,men,BC Prievidza,144,9,0.9788,7,77.78%,"-Spisska Nova Ves,-BK Nitra,-BK Svit,-Karlovka Bratislava,+BC Prievidza,+Inter Bratislava,+Kosice"
basketball,Slovenia,Liga UPC,2009,men,Krka,132,12,0.9484,7,58.33%,"+KK Krka Novo mesto,+Helios Domzale,+Zlatorog Lasko,+KK Slovan,+Polzela,-Gorica,-Misel"
basketball,Slovenia,Liga UPC,2010,men,Krka,132,12,0.9457,6,50.00%,"-Sencur,-Koper,-Elektra Sostanj,-LTH Castings,+Zasavje,+Helios Domzale"
basketball,Slovenia,Liga UPC,2011,men,Zlatorog Lasko,72,9,0.9568,5,55.56%,"-Parklji,+Zlatorog Lasko,-LTH Castings,+Helios Domzale,+Polzela"
basketball,Slovenia,Liga UPC,2012,men,Helios Domzale,90,10,0.9505,6,60.00%,"-Parklji,-LTH Castings,+Helios Domzale,+Zlatorog Lasko,+Tajfun Sentjur,-KK Slovan"
basketball,Slovenia,Liga UPC,2013,men,Zlatorog Lasko,90,10,0.9006,6,60.00%,"-Grosuplje,+Zlatorog Lasko,+Helios Domzale,+Maribor,+Rogaska,+Tajfun Sentjur"
basketball,Slovenia,Liga UPC,2014,men,Helios Domzale,90,10,0.9244,4,40.00%,"+Helios Domzale,+Rogaska,+Polzela,+Grosuplje"
basketball,Slovenia,Liga UPC,2015,men,Tajfun Sentjur,110,11,0.9487,4,36.36%,"-Elektra Sostanj,+Tajfun Sentjur,-Maribor,-Portoroz"
basketball,Slovenia,Liga UPC,2016,men,Rogaska,72,9,0.9526,5,55.56%,"+Rogaska,-Elektra Sostanj,+Zlatorog Lasko,+Helios Domzale,+LTH Castings"
basketball,South Korea,KBL,2011,men,Sonic Boom,270,10,0.9616,7,70.00%,"+Sonic Boom,+Incheon,+KCC Egis,+Dongbu Promy,+LG Sakers,+Seoul Knights,+Seoul Thunders"
basketball,South Korea,KBL,2012,men,Dongbu Promy,270,10,0.9597,6,60.00%,"+Dongbu Promy,+Anyang,-Seoul Thunders,+KCC Egis,+Mobis Phoebus,+Sonic Boom"
basketball,South Korea,KBL,2013,men,Seoul Knights,270,10,0.9666,6,60.00%,"+Seoul Knights,+Mobis Phoebus,+Incheon,+Anyang,+Goyang,+Dongbu Promy"
basketball,South Korea,KBL,2014,men,Mobis Phoebus,270,10,0.9630,7,70.00%,"-Dongbu Promy,+LG Sakers,+Mobis Phoebus,+Seoul Knights,+Incheon,+Goyang,+Sonic Boom"
basketball,South Korea,KBL,2015,men,Mobis Phoebus,270,10,0.9664,8,80.00%,"-Seoul Thunders,-KCC Egis,-Sonic Boom,-Anyang,-Incheon,-Goyang,+Mobis Phoebus,+LG Sakers"
basketball,South Korea,KBL,2016,men,KCC Egis,270,10,0.9275,8,80.00%,"-Incheon,+KCC Egis,+Mobis Phoebus,+Anyang,+Seoul Thunders,+Goyang,+Dongbu Promy,+LG Sakers"
basketball,Spain,ACB,2007,men,Baskonia,306,18,0.9304,7,38.89%,"+Baskonia,-Gipuzkoa,+Barcelona,+Real Madrid,+Girona,+Joventut Badalona,+Gran Canaria"
basketball,Spain,ACB,2008,men,Real Madrid,306,18,0.9428,9,50.00%,"+Real Madrid,+Joventut Badalona,+Barcelona,+Girona,+Valencia,+Bilbao,+Baskonia,-Baloncesto Leon,+Gran Canaria"
basketball,Spain,ACB,2009,men,Baskonia,272,17,0.9563,9,52.94%,"+Baskonia,+Barcelona,+Unicaja,+Joventut Badalona,+Real Madrid,+Gran Canaria,+Fuenlabrada,+Valencia,+Bilbao"
basketball,Spain,ACB,2010,men,Barcelona,306,18,0.9566,11,61.11%,"+Barcelona,+Baskonia,+Real Madrid,-Murcia,+Valencia,-Obradoiro CAB,+Real Betis,+Unicaja,+Estudiantes,+Bilbao,+Granada"
basketball,Spain,ACB,2011,men,Barcelona,306,18,0.9515,8,44.44%,"+Barcelona,+Real Madrid,+Valencia,-Granada,-Alicante,-Vive Menorca,-Manresa,+Baskonia"
basketball,Spain,ACB,2012,men,Barcelona,306,18,0.9307,8,44.44%,"+Barcelona,+Real Madrid,-Baloncesto Valladolid,-Estudiantes,+Baskonia,+Valencia,+Gipuzkoa,-Fuenlabrada"
basketball,Spain,ACB,2013,men,Real Madrid,306,18,0.9439,10,55.56%,"+Real Madrid,-Manresa,-Gipuzkoa,+Baskonia,+Barcelona,+Tecnyconta Zaragoza,+Valencia,+Bilbao,+Gran Canaria,+Tenerife"
basketball,Spain,ACB,2014,men,Real Madrid,306,18,0.9641,11,61.11%,"+Real Madrid,+Valencia,-Baloncesto Valladolid,+Barcelona,+Gran Canaria,+Unicaja,-Manresa,+Baskonia,+Real Betis,+Tecnyconta Zaragoza,+Joventut Badalona"
basketball,Spain,ACB,2015,men,Real Madrid,306,18,0.9349,8,44.44%,"+Real Madrid,+Barcelona,+Unicaja,-Fuenlabrada,-Manresa,-Gipuzkoa,+Valencia,+Tenerife"
basketball,Spain,ACB,2016,men,Barcelona,306,18,0.9574,9,50.00%,"+Barcelona,+Real Madrid,+Valencia,+Baskonia,+Gran Canaria,+Unicaja,-Estudiantes,-Gipuzkoa,+Bilbao"
basketball,Spain,Liga Femenina,2007,women,Ros Casares W,182,14,0.9348,10,71.43%,"+Ros Casares W,-Ensino W,-Estudiantes W,-Celta Indepo W,+Perfumerías Avenida W,+Burgos W,+Hondarribia W,+Leon W,+Ebe Ibiza W,+Extrugasa W"
basketball,Spain,Liga Femenina,2008,women,Ros Casares W,182,14,0.9477,6,42.86%,"+Ros Casares W,+Perfumerías Avenida W,-Burgos W,+Ebe Ibiza W,+Leon W,+Rivas Ecopolis W"
basketball,Spain,Liga Femenina,2009,women,Ros Casares W,182,14,0.9543,12,85.71%,"+Ros Casares W,-Extrugasa W,+Rivas Ecopolis W,+C-B- Olesa W,+Perfumerías Avenida W,+Leon W,+Joventut Mariana W,+Ebe Ibiza W,+Hondarribia W,-Gran Canaria W,+Celta Indepo W,+Cadi La Seu W"
basketball,Spain,Liga Femenina,2010,women,Ros Casares W,182,14,0.9597,6,42.86%,"+Ros Casares W,+Perfumerías Avenida W,+Rivas Ecopolis W,-Ebe Ibiza W,-Estudiantes W,+Celta Indepo W"
basketball,Spain,Liga Femenina,2011,women,PerfumerÃ­as Avenida W,182,14,0.9561,7,50.00%,"+Perfumerías Avenida W,+Ros Casares W,+Zaragoza W,-C-B- Olesa W,+Rivas Ecopolis W,+Uni Girona W,+Gran Canaria W"
basketball,Spain,Liga Femenina,2012,women,Ros Casares W,182,14,0.9622,7,50.00%,"+Ros Casares W,+Perfumerías Avenida W,+Uni Girona W,-Ebe Ibiza W,-Navarra W,+Rivas Ecopolis W,-Hondarribia W"
basketball,Spain,Liga Femenina,2013,women,Rivas Ecopolis W,110,11,0.9520,4,36.36%,"+Rivas Ecopolis W,+Perfumerías Avenida W,+Uni Girona W,+Cadi La Seu W"
basketball,Spain,Liga Femenina,2014,women,PerfumerÃ­as Avenida W,132,12,0.9006,8,66.67%,"+Perfumerías Avenida W,+Rivas Ecopolis W,-Bizkaia GDKO W,-Zamarat W,+Cadi La Seu W,+Burgos W,+Uni Girona W,+Bembibre W"
basketball,Spain,Liga Femenina,2015,women,PerfumerÃ­as Avenida W,182,14,0.9545,8,57.14%,"+Perfumerías Avenida W,+Uni Girona W,+Cadi La Seu W,+Conquero W,+Bembibre W,+Gernika Bizkaia W,+Rivas Ecopolis W,+Zamarat W"
basketball,Spain,Liga Femenina,2016,women,PerfumerÃ­as Avenida W,182,14,0.9526,10,71.43%,"+Perfumerías Avenida W,-Anares Rioja W,-Gran Canaria W,-Campus Promete W,+Conquero W,+Uni Girona W,+Zaragoza W,-IDK Gipuzkoa W,+Cadi La Seu W,-Bembibre W"
basketball,Sweden,Ligan,2007,men,BC Lulea,192,12,0.9265,5,41.67%,"-Ockelbo,+Solna,+BC Lulea,-Sodertalje,+Sundsvall"
basketball,Sweden,Ligan,2008,men,Sundsvall,198,12,0.9325,10,83.33%,"-Gothia,+Sundsvall,+Solna,+BC Lulea,+Sodertalje,+08 Stockholm HR,+Uppsala,+Helsingborg,+Norrkoping,+Boras"
basketball,Sweden,Ligan,2009,men,Norrkoping,165,11,0.9481,7,63.64%,"-Gothia,+Norrkoping,-Boras,-Helsingborg,-Jamtland,-08 Stockholm HR,-BC Lulea"
basketball,Sweden,Ligan,2010,men,Norrkoping,220,11,0.9653,5,45.45%,"+Norrkoping,+BC Lulea,-Jamtland,+Sundsvall,-Orebro"
basketball,Sweden,Ligan,2011,men,Sundsvall,180,10,0.9623,8,80.00%,"+Sundsvall,-Orebro,-08 Stockholm HR,+BC Lulea,+Norrkoping,+Uppsala,+Boras,+Jamtland"
basketball,Sweden,Ligan,2012,men,Sodertalje,180,10,0.9377,4,40.00%,"-Orebro,-Jamtland,+Norrkoping,+BC Lulea"
basketball,Sweden,Ligan,2013,men,Sundsvall,198,12,0.9680,8,66.67%,"-Orebro,-Stockholm Eagles,-Jamtland,-Nassjo,+Sundsvall,-08 Stockholm HR,+Norrkoping,-BC Lulea"
basketball,Sweden,Ligan,2014,men,Sodertalje,180,10,0.9692,8,80.00%,"+Sodertalje,-Orebro,+Boras,+Norrkoping,+Sundsvall,+Solna,+Uppsala,+Jamtland"
basketball,Sweden,Ligan,2015,men,Sodertalje,187,11,0.9672,7,63.64%,"-Orebro,-Jamtland,-Umea,-Nassjo,-Solna,-Sundsvall,+Norrkoping"
basketball,Sweden,Ligan,2016,men,Sodertalje,165,11,0.9597,7,63.64%,"+Sodertalje,-Umea,-Orebro,+BC Lulea,+Norrkoping,-Jamtland,+Sundsvall"
basketball,Switzerland,LNA,2010,men,Lugano Tigers,165,11,0.9672,8,72.73%,"-MGS Grand-Saconnex,+Lugano Tigers,+SAV Vacallo,-BC Boncourt,+Fribourg Olympic,-Lausanne Basket,-Geneva Lions,+Regio Basel"
basketball,Switzerland,LNA,2011,men,Lugano Tigers,135,10,0.9679,7,70.00%,"-Zurich,-Sdent BBC Nyon,+Lugano Tigers,+Fribourg Olympic,+Geneva Lions,-SAM Massagno,-BC Boncourt"
basketball,Switzerland,LNA,2012,men,Lugano Tigers,108,9,0.9693,5,55.56%,"-Sdent BBC Nyon,-SAM Massagno,-BC Boncourt,-Regio Basel,-SAV Vacallo"
basketball,Switzerland,LNA,2013,men,Geneva Lions,126,10,0.9619,8,80.00%,"+Geneva Lions,+Fribourg Olympic,+Lugano Tigers,-SAM Massagno,-Sdent BBC Nyon,-Regio Basel,+Neuchatel,+BBC Monthey"
basketball,Switzerland,LNA,2014,men,Lugano Tigers,112,8,0.9651,4,50.00%,"+Lugano Tigers,+Fribourg Olympic,+Neuchatel,-BC Boncourt"
basketball,Switzerland,LNA,2015,men,Lugano Tigers,84,8,0.9497,3,37.50%,"-SAM Massagno,-BC Boncourt,-BBC Monthey"
basketball,Switzerland,LNA,2016,men,Fribourg Olympic,135,10,0.9726,5,50.00%,"-Winterthur,-Swiss Central Basket,-Regio Basel,-BC Boncourt,-SAM Massagno"
basketball,Turkey,TBL,2007,men,Fenerbahce,240,16,0.9611,7,43.75%,"+Fenerbahce,+Anadolu Efes,+Turk Telekom,-Tekelspor,+Galatasaray,+Ankara Kolejliler,+Besiktas"
basketball,Turkey,TBL,2008,men,Besiktas,240,16,0.9342,7,43.75%,"+Besiktas,+Anadolu Efes,-Trabzonspor,+Fenerbahce,+Antalya Bsb-,+Galatasaray,+Turk Telekom"
basketball,Turkey,TBL,2009,men,Anadolu Efes,240,16,0.9511,7,43.75%,"+Anadolu Efes,-Ankara Kolejliler,+Turk Telekom,+Galatasaray,+Fenerbahce,+Besiktas,-Aliaga Petkim"
basketball,Turkey,TBL,2010,men,Anadolu Efes,240,16,0.9378,6,37.50%,"+Anadolu Efes,+Fenerbahce,-Darussafaka Dogus,+Banvit,+Besiktas,+Turk Telekom"
basketball,Turkey,TBL,2011,men,Fenerbahce,240,16,0.9606,9,56.25%,"+Fenerbahce,-Oyak Renault,+Banvit,+Anadolu Efes,+Galatasaray,+Besiktas,+Pinar Karsiyaka,+Eskisehir,-Bornova Bld-"
basketball,Turkey,TBL,2012,men,Galatasaray,240,16,0.9599,12,75.00%,"-Bandirma Kirmizi,+Banvit,+Anadolu Efes,+Fenerbahce,+Galatasaray,+Besiktas,+Pinar Karsiyaka,+Aliaga Petkim,+Mersin Buyuksehir,+Erdemirspor,+Tofas,+Turk Telekom"
basketball,Turkey,TBL,2013,men,Galatasaray,240,16,0.9693,11,68.75%,"+Galatasaray,+Anadolu Efes,+Banvit,+Fenerbahce,+Besiktas,+Ankara Kolejliler,+Pinar Karsiyaka,-Antalya Bsb-,+Erdemirspor,-Hacettepe,+Aliaga Petkim"
basketball,Turkey,TBL,2014,men,Banvit,240,16,0.9584,11,68.75%,"+Banvit,-Aliaga Petkim,+Fenerbahce,+Anadolu Efes,+Galatasaray,-Mersin Buyuksehir,-Eskisehir,+Besiktas,+Trabzonspor,+Usak Sportif,+Tofas"
basketball,Turkey,TBL,2015,men,Fenerbahce,240,16,0.9074,14,87.50%,"+Fenerbahce,+Anadolu Efes,+Darussafaka Dogus,+Pinar Karsiyaka,+Trabzonspor,+Turk Telekom,+Galatasaray,+Besiktas,+Torku Konyaspor,+Banvit,+Istanbul BB,+Usak Sportif,+Ankara Kolejliler,+Tofas"
basketball,Turkey,TBL,2016,men,Tofas,306,18,0.9459,13,72.22%,"+Tofas,-Adanaspor,+Acibadem Universitesi,+Denizli Basket,+Gediz Universitesi,+Sakarya BB,+Best Balikesir,-Istanbul DSI,-Eskisehir,+Akhisar Belediye,+Afyon Belediye,+Gelisim Koleji,+Pertevniyal"
basketball,Ukraine,Superleague,2011,men,Donetsk,312,13,0.9548,6,46.15%,"+Donetsk,+Budivelnyk,-BC Kiev,+Goverla,+MBC Nikolaev,+Ferro-ZNTU"
basketball,Ukraine,Superleague,2012,men,Donetsk,273,14,0.9602,8,57.14%,"+Donetsk,+Budivelnyk,-BC Halychyna,-Cherkaski Mavpy,-MBC Nikolaev,-Dnipro-Azot,+Khimik,-Kryvbasbasket"
basketball,Ukraine,Superleague,2013,men,Budivelnyk,273,14,0.9328,9,64.29%,"-BC Kiev,-Dnipro-Azot,-BC Dnipro,-Odessa,+Budivelnyk,-Kryvbasbasket,+BC Halychyna,+Azovmash Mariupol,-Goverla"
basketball,Ukraine,Superleague,2015,men,Khimik,165,11,0.9673,8,72.73%,"+Khimik,+Budivelnyk,+BC Dnipro,-BC Halychyna,+BC Kiev,-Odessa,+Ferro-ZNTU,+Cherkaski Mavpy"
basketball,Ukraine,Superleague,2016,men,Khimik,144,9,0.9736,5,55.56%,"-INFIZ-Basket,-VolinBasket Lutsk,+Khimik,+Kryvbas,+Dynamo Kyiv"
basketball,United Kingdom,BBL,2011,men,Mersey Tigers,198,12,0.9635,8,66.67%,"-Essex Pirates,-Worthing Thunder,+Mersey Tigers,+Newcastle Eagles,+Sheffield Sharks,+Glasgow Rocks,+Cheshire Phoenix,+Plymouth Raiders"
basketball,United Kingdom,BBL,2012,men,Newcastle Eagles,165,11,0.9552,7,63.64%,"-Durham Wildcats,+Newcastle Eagles,+Leicester Riders,+Worcester Wolves,+Plymouth Raiders,+Cheshire Phoenix,+Glasgow Rocks"
basketball,United Kingdom,BBL,2013,men,Leicester Riders,198,12,0.9693,10,83.33%,"-Mersey Tigers,+Leicester Riders,+Newcastle Eagles,+Glasgow Rocks,-Cheshire Phoenix,+Surrey Scorchers,+Worcester Wolves,+Plymouth Raiders,+Sheffield Sharks,+Durham Wildcats"
